keyword,title,creator,abstract,year,publisher,subject,item_url
saxons,Otto Jahn's Bibliothek,,"Catalog of an auction held in Bonn under the direction of Joseph Baer of Frankfurt a.M., Max Cohen & Sohn, and M. Lempertz of Bonn, on Feb. 7, May 23, and June 13, 1870.",1870,,"private libraries | library | jahn, otto | germany | catalogs",https://www.loc.gov/item/82145952/
saxons,"The cabinet of the arts; being a new and universal drawing book, forming a complete system of drawing, painting ... etching, engraving, perspective, projection, & surveying ... containing the whole theory and practice of the fine arts in general",,"Vol. 2: plates. LC copy imperfect : plate 1 wanting, plate 4 duplicated. The 1st edition was edited by Thomas Hodson. LAC ddw 2022-06-02 update (1 card) Rosenwald collection copy listed without call number or copy number in Rosenwald bibliography. LAC ddw 2022-06-02",1821,,painting | engraving | drawing,https://www.loc.gov/item/11019888/
saxons,"The masters of wood-engraving,",,"Initials and tail-pieces. Part of the illustrations, plates, portraits, facsimiles, initials and tail-pieces are mounted. ""Limited to five hundred copies of this size, and one hundred upon larger paper""--Half-t.p. verso. National union catalog, pre-1956 imprints, NL 0393942 (vol. 335, p. 127) LC had copy no. 268, signed by the author. Hand colored frontispiece. Card lists this item as being part of Rosenwald Coll in RBC. LAC nsk 2019-09-16 Choice/form AACR 2. vj54 5-15-84. LAC nsk 2019-09-16 no edits (1 card) LAC ddw 2022-07-27 update (1 card) NUC pre-1956 gives lccn as A28-481. Check book, check general shelflist. Copy 1 in Rosenwald? LAC ddw 2022-07-27",1889,,wood-engraving | history | wood-engravers,https://www.loc.gov/item/83462363/
saxons,Recherches historiques et littéraires sur les danses des morts et sur l'origine des cartes à jouer ...,,"Library of Congress. Lessing J. Rosenwald collection, 2601 LAC ecr 2019-09-11 update (1 card) LAC ddw 2022-06-08 update (1 card) Rosenwald collection copy listed without call number in Rosenwald bibliography. LAC ddw 2022-06-08",1826,,playing cards | history | dance of death,https://www.loc.gov/item/09026867/
saxons,"Das erneuerte und vermehrte teutsche Wappenbuch, in welchem dess H. Römischen Reiches hohe Potentaten, Fürsten, Grafen, Herren, Freyherren, Edle, Stände und Städte, etc., Wappen, Schilde ... aussgebildet zuersehen ...",,"Vol. 1 has added t.p., engraved, dated 1657, printing privilge dated 1666. Vol. 2 has title: Dess erneuerten teutshen Wappenbuchs zweyter Theil with imprint: Nürnberg, zufinden bei P. Fürsten, 1655. Vols. 3-5 have title: Dess neun Teutschen Wappenbuchs dritter[-fünffter und letzter] Theil; v. 5 has imprint: Nürnberg, In Verlegung P. Fürsten. ""Anhang des Fünfften Theils zum Wappenbuch"" has pref. dated Dec. 10, 1667, signed Pailus Fürsten seel. hinterlassene Wittib und Erben. First published in 1604 under title: Newes Wappenbuch. Paul Fürst enlarged the work. Library of Congress. Lessing J. Rosenwald collection, 1325 Also available in digital form on the Library of Congress Web site. LC copy: Provenance: I. I. Burck, Edler von Hormayr zu Horttenburg (bookplate) LAC aaa 2019-03-28 update (2 card) LAC ddw 2022-02-03 update (1 card)",1655,,early works to 1800 | germany | heraldry | nuremberg,https://www.loc.gov/item/66089557/
saxons,"Catalogue des livres et estampes de feu M. Delahaye, fermier general",,"3820 entries. Priced in manuscript. Library of Congress. Lessing J. Rosenwald collection, 2513 LAC scc 2019-05-03 update (1 card) LAC ddw 2022-06-02 update (1 card) Rosenwald collection copy listed without call number in Rosenwald bibliography. LAC ddw 2022-06-02",1754,,private libraries | rare books | early printed books | france | early works to 1800 | catalogs | bibliography,https://www.loc.gov/item/53000821/
saxons,"Specimen of Mr. S. Leigh Sotheby's Principia typographica, an extensively illustrated work, in three volumes, imperial quarto, on the block-books, or xylographic delineations of Scripture history issued in Holland, Flanders, and Germany, during the fifteenth century; on their connexion with the origin of printing, and on the character of the water-marks in the paper of the period",,"New title-page, notice, and list of purchasers ([4] p.) distributed June 1, 1858. Original t.-p. reads: Specimen-notice for the disposal of Mr. S. Leigh Sotheby's Principia topographica [etc.] Contains the introduction, list of plates, indexes and some extra plates from the Principia. Form AACR2: vj56 1/29/85. LAC ecr 2019-03-26 no edits (5 cards) LAC ael 2021-08-05 update (3 cards)",1858,,watermarks | dlc | block books | bookplates (provenance) | origin and antecedents | printing | history | presentation copies (provenance),https://www.loc.gov/item/03025368/
saxons,Biographical anecdotes of William Hogarth; with a catalogue of his works chronologically arranged; and occasional remarks,,"Library of Congress. Lessing J. Rosenwald collection, 2589 English short title catalogue, T125514 LAC ael 2019-09-17 update (1 card) LAC ddw 2022-06-07 update (1 card) Rosenwald collection copy listed without call number in Rosenwald bibliography. LAC ddw 2022-06-07",1782,,"hogarth, william",https://www.loc.gov/item/50048543/
saxons,"The compleat angler, or, The contemplative man's recreation, being a discourse of rivers, fish ponds, fish & fishing",,"""Edition limited to 150 copies ... "" All plates and ports. in 2 states. Library of Congress. Lessing J. Rosenwald collection, 2242 LC has copy no. 140. LAC nsk 2019-01-09 update (1 card) LAC ddw 2022-05-09 no edits (1 card)",1902,,fishing,https://www.loc.gov/item/50047898/
saxons,Descriptive and historical catalogue of the pictures in the National Gallery : with biographical notices of the deceased painters : British and modern schools,,"No. 2 in a vol. with binder's title: Wm. Blake--catalogues. Gift of Lessing J. Rosenwald, 1943-1975. LAC ael 2019-09-16 update (1 card)",1897,,painting | national gallery (great britain) | london | painters | england | biography | catalogs,https://www.loc.gov/item/85101923/
saxons,"Caricature and other comic art in all times and many lands,",,"""A large portion of ... [the] contents appeared in Harper's monthly magazine during the year 1875."" National union catalog, pre-1956 imprints, NP 0120698 (vol. 443, p. 512) LAC ael 2019-09-06 update (1 card) LAC ddw 2022-08-03 update (1 card)",1878,,caricature | history,https://www.loc.gov/item/09030852/
saxons,"An essay on the utility of collecting the best works of the ancient engravers of the Italian school : accompanied by a critical catalogue, with interesting anecdotes of the engravers, of a chronological series of rare and valuable prints, from the earliest practice of the art in Italy to the year 1549, now deposited in the British Museum and Royal Academy, in London",,"Author's advertisement on p. [540] Recat to AACR2 vj03 9/19/83. Copy 2, formerly copy 1, not found at time of recataloging; may be different issue (e.g., Rosenwald copy has p. v numbered; imprint may differ) LAC knj 2019-09-13 no edits (2 cards)",1827,,engravers | italian | italy | collectors and collecting | engraving | catalogs,https://www.loc.gov/item/12012339/
saxons,"Sanchoniatho's Phoenician history : translated from the first book of Eusebius De praeparatione evangelica : with a continuation of Sanchoniatho's history by Eratosthenes Cyrenaeus's canon, which Dicaearchus connects with the first olympiad : these authors are illustrated with many historical and chronological remarks, proving them to contain a series of Phoenician and Egyptian chronology, from the first man to the first olympiad, agreeable to the scripture accounts",,"The folded plate is a table. Signatures: A-B⁸ ""E""⁴ D-2K⁸ 2L⁴. Sowerby, E.M. Cat. of the Lib. of Thomas Jefferson 5 ESTC T100370 Erratum: p. [2], 3rd group of paging. LC copy forms part of the Jefferson Exhibit Collection. LC copy is Thomas Jefferson's copy, with his initials at signature marks. gsl and rsl report cutter change from .P5 to .S3. he04 LAC brd 2019-04-10 no edits (1 card)",1720,,"bible | london | mythology, phoenician | england | chronology",https://www.loc.gov/item/05012900/
saxons,"La bibliotheqve d'Antoine dv Verdier. contenant le catalogue de tous ceux qui ont escrit ou traduict en François & autres Dialectes de ce Royaume, ensemble leurs oeuures imprimees & non imprimees, l'argument de la matiere y traictee, quelque bon propos, sentence, doctrine, phrase, prouerbe, comparaison, ou autre chose notable tiree d'aucunes d'icelles oeuures, le lieu, forme, nom & datte, où, comment & de qui elles ont esté mises en lumiere. Aussi y sont contenus les liures dont les autheurs sont incertains. Avec un discours sur les bonnes lettres seruant de Preface. Et à la fin vn supplement de l'Epitome de la Bibliotheque de Gesner.",,"Title page printed in red and black. ""Auec priuilege du Roi."" ""Svpplementvm epitomes Bibliothecae Gesnerianae, quo longe purimi libri continentur qui Conrad. Gesnerum, Ios. Silmlerum & Io. Iac. Frisium ... latuerunt vel post eorum editiones typis mandati sunt. Adiecta est ... Bibliotheca Constantinopolitana, qua antiquitate eiusdem vrbis & permulti libri manuscripti in hac extantes recensentur ..."": 68 pages at end, with special title page. Library of Congress. Lessing J. Rosenwald collection, 1085 Also available in digital form on the Library of Congress Web site. LC copy: Bound for King Henry III of France, with his arms on cover. LAC scc 2019-05-20 update (4 cards)",1585,,private libraries | rare books | early | lyon | french literature | 16th century | bio-bibliography | france | to 1500 | early works to 1800 | catalogs | bibliography,https://www.loc.gov/item/a33000991/
saxons,"Qvaestiones definitae ex triplici philosophia, rationali, naturali, morali,",,"Calligraphic illustrations signed: Brondulus inuent. Ferrarius incid. Library of Congress. Lessing J. Rosenwald collection, 1339 Also available in digital form on the Library of Congress Web site. LAC ecr 2018-10-18 update (1 card) LAC ddw 2022-02-04 update (1 card)",1613,,italy | parma | philosophy,https://www.loc.gov/item/51005760/
saxons,La conjuracion de Catilina y La guerra de Jugurta.,,"Translated by Gabriel Antonio, Infante of Spain; Latin text included. Engraved title page. Library of Congress. Lessing J. Rosenwald collection, 1782 Also available in digital form on the Library of Congress Web site. LAC ael 2019-10-04 update (1 card) LAC ddw 2022-04-07 update (1 card)",1772,,"conspiracy of catiline, 65-62 b.c | madrid | approximately 108 b.c.-62 b.c | jugurthine war | catiline | history | rome | spain",https://www.loc.gov/item/01012734/
saxons,English caricaturists and graphic humourists of the nineteenth century; how they illustrated and interpreted their times,,Appendices (p. 401-416) : 1. Some illustrative work of Isaac Robert Cruikshank. --2. Some miscellaneous work of Robert Seymour executed between 1822 and 1836. -- 3. Some of the illustrated work of John Leech. --4. Some miscellaneous work of Alfred Henry Forrester (Alfred Crowquill) --5. Some works illustrated by Hablot Knight Browne. LAC ael 2019-09-09 create (1 card),1886,,,https://www.loc.gov/item/09034365/
saxons,"Memoirs of Samuel Pepys, esq., F. R. S., secretary to the Admiralty in the reigns of Charles II. and James II., comprising his diary from 1659 to 1669,",,"Library of Congress. Lessing J. Rosenwald collection, 1974 Also available in digital form on the Library of Congress Web site. LC copy has bookplate of Howard C. Levis. LAC knj 2019-03-12 update (1 card) LAC ddw 2022-04-25 update (1 card)",1825,,"sources | charles ii | cabinet officers | diaries | 17th century | social life and customs | history | great britain | pepys, samuel",https://www.loc.gov/item/53004170/
saxons,"Catalogus librorum bibliothecae illustrissimi viri Caroli Henrici Comitis de Hoym, olim Regis Poloniae Augusti II. apud regem Christianissimum legati extraordinarii",,"Signatures: pi² ã² ẽ⁴ ĩ⁴ õ² A-4D⁴ E1. pi1 is blank. LC copy has ""Supplementum ad praetermissos"" (6 p.) and ""Libri deficientes in bibliotheca ill. Com. de Hoym"" ([2] p.) on an additional gathering signed Ff, bound in at end. Recat. to AACR2. vj46 11/22/83. LAC scc 2019-05-07 no edits (2 cards)",1738,,"rare books | private libraries | graf von | hoym, karl heinrich | library | early printed books | germany | early works to 1800 | catalogs | bibliography",https://www.loc.gov/item/09024503/
