keyword,title,abstract,creator,date,journal,doi,language
arthur,"Sir Arthur W. M. Ellis, O.B.E., LL.D., M.D., F.R.C.P.",,,,The British Medical Journal,,
arthur,"Sir Arthur Whitelegge, K.C.B. M.D., F.R.C.P.",,,,The British Medical Journal,,
arthur,"Sir Arthur William May, K.C.B., F.R.C.S., Surgeon Vice-Admiral, R.N.(Ret.); Late Medical Director-General, Medical Department Of The Navy; Honorary Physician To The King",,,,The British Medical Journal,,
franks,"Sir Kendal Franks, C.B., M.D., F.R.C.S.I.",,,,The British Medical Journal,,
arthur,Surgeon Rear-Admiral Arthur Richard Thomas,,,,The British Medical Journal,,
arthur,Surgeon-General Arthur James Payne,,,,The British Medical Journal,,
arthur,"Surgeon-General Sir James Arthur Hanbury, K.C.B.; M.B.",,,,The British Medical Journal,,
arthur,"Surgeon-Major Arthur Sanderson, R.A.M.C. (Retired)",,,,The British Medical Journal,,
arthur,"T. Arthur Helme, M.D.Edin., M.R.C.P.Lond., Consulting Surgeon, Northern Hospital, Manchester",,,,The British Medical Journal,,
britannia,"The ""Britannia"" Naval Cadet Training Ship",,,,The British Medical Journal,,
arthur,The Arthur Durham Memorial,,,,The British Medical Journal,,
arthur,The Arthur Jackson Chair Of Anatomy,,,,The British Medical Journal,,
arthur,The Arthur Webster Shanklin Cottage Hospital,,,,The British Medical Journal,,
arthur,The Case Of Arthur O'Connor,,,,The British Medical Journal,,
samo,The Control Of Mosquitos In Samoa,,,,The British Medical Journal,,
arthur,The Doctor In Politics And Diplomacy: Sir Arthur MacNalty's Lecture,,,,The British Medical Journal,,
anglo-saxon,The English Language: A Problem For The Non-Anglo-Saxon Scientific Community,,,,The British Medical Journal,,
danes,"The Infective Granule In Certain Protozoal Infections, As Illustrated By The Spirochaetosis Of Sudanese Fowls",,,,The British Medical Journal,,
arthur,The Joint Tuberculosis Council: Dr. Arthur Macnalty's Tribute,,,,The British Medical Journal,,
arthur,The Late Arthur Bolles Lee,,,,The British Medical Journal,,
arthur,The Late Dr. Arthur H. Benson,,,,The British Medical Journal,,
arthur,"The Late Mr. Arthur Bacot, F.E.S.",,,,The British Medical Journal,,
arthur,The Late Mr. Arthur Cheatle,,,,The British Medical Journal,,
arthur,The Late Mr. Arthur E. Barker,,,,The British Medical Journal,,
antes,The Late Professor Santesson,,,,The British Medical Journal,,
arthur,The Late Sir Arthur Branfoot,,,,The British Medical Journal,,
arthur,The Late Sir Arthur Whitelegge,,,,The British Medical Journal,,
crusades,The Medical History Of The Crusades,,,,The British Medical Journal,,
old english,The Old English Fair,,,,The British Medical Journal,,
old english,The Old English Herbals,,,,The British Medical Journal,,
old english,The Old English Inn,,,,The British Medical Journal,,
britannia,"The Outbreak Of Scarlet Fever In H.M.S. ""Britannia""",,,,The British Medical Journal,,
turco-persian,The Plague On The Turco-Persian Frontier,,,,The British Medical Journal,,
arthur,"The Rt. Hon. Arthur Greenwood, M.P.",,,,The British Medical Journal,,
arianism,The Secret Of Centenarianism,,,,The British Medical Journal,,
arthur,The State Of The Public Health: Sir Arthur MacNalty's Report,,,,The British Medical Journal,,
vandal,The Suppression Of Advertising Vandalism,,,,The British Medical Journal,,
angles,Typhoid Fever And Mangles,,,,The British Medical Journal,,
arianism,Vegetarianism,,,,The British Medical Journal,,
arianism,Vegetarianism And Gout,,,,The British Medical Journal,,
arianism,Vegetarianism And Indian Experience,,,,The British Medical Journal,,
arianism,Vegetarianism And Intestinal Infection,,,,The British Medical Journal,,
arianism,Vegetarianism And Its Effects Upon The Teeth,,,,The British Medical Journal,,
arianism,Vegetarianism And Poetry,,,,The British Medical Journal,,
arianism,Vegetarianism In Disguise,,,,The British Medical Journal,,
viking,Viking Surgery,,,,The British Medical Journal,,
arthur,"W H Arthur, Mb, Chb",,,,The British Medical Journal,,
arthur,"W. Arthur Young, M.B., D.T.M.&H.",,,,The British Medical Journal,,
arthur,"William Arthur Brailey, M.A., M.D.Cantab., Consulting Ophthalmic Surgeon, Guy's Hospital",,,,The British Medical Journal,,
arthur,"William Arthur Evelyn, M.D.",,,,The British Medical Journal,,
arthur,"William Arthur Foxwell, M.A. M.D.Cantab., M.Sc.Birm., F.R.C.P., Lond., Professor Of Therapeutics In The University Of Birmingham; Senior Physician To The Queen's Hospital",,,,The British Medical Journal,,
viking,Women Doctors In The Viking Age,,,,The British Medical Journal,,
arthur,[Arthur Corrie Keep],,,,The British Medical Journal,,
arthur,"[Arthur D. Peill, M.B., F.R.C.S.Edin.]",,,,The British Medical Journal,,
arthur,"[Arthur Edmunds, C.B., M.S., F.R.C.S.]",,,,The British Medical Journal,,
arthur,[Arthur Emlyn],,,,The British Medical Journal,,
arthur,[Arthur George Troup],,,,The British Medical Journal,,
arthur,"[Arthur Holmes Joy, R.N.]",,,,The British Medical Journal,,
arthur,[Arthur Keith Gibson],,,,The British Medical Journal,,
arthur,[Arthur Mantell Daldy],,,,The British Medical Journal,,
arthur,[Arthur Morrell Johnson],,,,The British Medical Journal,,
arthur,"[Arthur Wesson, M.D., F.R.C.P., F.R.C.S.]",,,,The British Medical Journal,,
arthur,[Captain Arthur Frederick Pilkington],,,,The British Medical Journal,,
arthur,[Colonel Arthur Owen Evans],,,,The British Medical Journal,,
arthur,[Dr. Arthur Alexander Joseph McNabb],,,,The British Medical Journal,,
arthur,[Dr. Arthur Arbuthnot Straton],,,,The British Medical Journal,,
arthur,[Dr. Arthur B. McMaster],,,,The British Medical Journal,,
arthur,[Dr. Arthur Badcock],,,,The British Medical Journal,,
arthur,[Dr. Arthur Birt],,,,The British Medical Journal,,
arthur,[Dr. Arthur Blackwood],,,,The British Medical Journal,,
arthur,[Dr. Arthur Breedon Wade],,,,The British Medical Journal,,
arthur,"[Dr. Arthur Briggs Dunne, J.P.]",,,,The British Medical Journal,,
arthur,[Dr. Arthur Cecil Hovenden],,,,The British Medical Journal,,
arthur,"[Dr. Arthur Clement Stamberg, O.B.E.]",,,,The British Medical Journal,,
arthur,"[Dr. Arthur Colin Mackenzie, J.P.]",,,,The British Medical Journal,,
arthur,[Dr. Arthur Conning Hartley],,,,The British Medical Journal,,
arthur,[Dr. Arthur Donaldson Smith],,,,The British Medical Journal,,
arthur,"[Dr. Arthur Douglas Webster, O.B.E.]",,,,The British Medical Journal,,
arthur,[Dr. Arthur Edmund Carver],,,,The British Medical Journal,,
arthur,[Dr. Arthur Eldon Scott],,,,The British Medical Journal,,
arthur,[Dr. Arthur Frederick Gamble],,,,The British Medical Journal,,
arthur,[Dr. Arthur George Atkinson],,,,The British Medical Journal,,
arthur,[Dr. Arthur Hamilton Lowe],,,,The British Medical Journal,,
arthur,[Dr. Arthur Haydon],,,,The British Medical Journal,,
arthur,[Dr. Arthur Henry Howard Howard],,,,The British Medical Journal,,
arthur,[Dr. Arthur James Lewis],,,,The British Medical Journal,,
arthur,[Dr. Arthur John Brock],,,,The British Medical Journal,,
arthur,[Dr. Arthur John Collis],,,,The British Medical Journal,,
arthur,[Dr. Arthur John Smyth],,,,The British Medical Journal,,
arthur,[Dr. Arthur John Whiting],,,,The British Medical Journal,,
arthur,[Dr. Arthur Murray Wood],,,,The British Medical Journal,,
arthur,[Dr. Arthur Orton],,,,The British Medical Journal,,
arthur,[Dr. Arthur Quennell],,,,The British Medical Journal,,
arthur,[Dr. Arthur Robinson],,,,The British Medical Journal,,
arthur,[Dr. Arthur Ross Boyd],,,,The British Medical Journal,,
arthur,[Dr. Arthur Sewell Wesson],,,,The British Medical Journal,,
arthur,"[Dr. Arthur Stanley Herbert, O.B.E.]",,,,The British Medical Journal,,
arthur,[Dr. Arthur Stanley Parkinson],,,,The British Medical Journal,,
arthur,[Dr. Arthur Valle],,,,The British Medical Journal,,
arthur,[Dr. Arthur W. T. F. Mickle],,,,The British Medical Journal,,
arthur,[Dr. Arthur Walker],,,,The British Medical Journal,,
arthur,[Dr. Benjamin Arthur Richmond],,,,The British Medical Journal,,
arthur,"[Dr. Charles Arthur Morris, C.V.O.]",,,,The British Medical Journal,,
arthur,[Dr. Charles Arthur Wilson Ramsay],,,,The British Medical Journal,,
arthur,[Dr. Hermann Arthur Gunther],,,,The British Medical Journal,,
arthur,[Dr. James Arthur Hargreaves],,,,The British Medical Journal,,
arthur,[Dr. James Arthur Rigby],,,,The British Medical Journal,,
arthur,[Dr. Robert Arthur Heatley],,,,The British Medical Journal,,
arthur,[Dr. Sydney Arthur Owen],,,,The British Medical Journal,,
arthur,[Dr. Thomas Arthur Ives Howell],,,,The British Medical Journal,,
arthur,"[Dr. William Arthur Rees, O.B.E.]",,,,The British Medical Journal,,
arthur,"[Frank Arthur Hepworth, F.R.C.S.]",,,,The British Medical Journal,,
arthur,"[Harold Arthur Stalkartt, M.B., C.M.Ed.]",,,,The British Medical Journal,,
arthur,"[Lieut.-Colonel Francis Arthur Davy, R.A.M.C.]",,,,The British Medical Journal,,
arthur,"[Major Harold Arthur Stalkartt, M.B., M.Ch.]",,,,The British Medical Journal,,
arthur,"[Midshipman Arthur Wilfrid Edgecombe, R.N.]",,,,The British Medical Journal,,
arthur,[Mr. Arthur Cecil Devereux],,,,The British Medical Journal,,
arthur,[Mr. Arthur Donald Griffith],,,,The British Medical Journal,,
arthur,"[Mr. Arthur Douglas Cowburn, M.R.C.S.]",,,,The British Medical Journal,,
arthur,[Mr. Arthur Henry William Hunt],,,,The British Medical Journal,,
arthur,[Mr. Arthur Percy Dodds Parker],,,,The British Medical Journal,,
arthur,[Mr. Arthur Ronald McLachlan],,,,The British Medical Journal,,
arthur,[Mr. Arthur Stanley Barling],,,,The British Medical Journal,,
arthur,[Mr. Arthur Thomas Pitts's],,,,The British Medical Journal,,
arthur,"[Mr. Heney Arthur Fotherby, M.R.C.S., L.R.C.P., L.S.A., D.P.H.Camb.]",,,,The British Medical Journal,,
antes,[Santesson],,,,The British Medical Journal,,
arthur,[Sir Arthur MacNalty],,,,The British Medical Journal,,
arthur,"[Surg. Capt. Arthur Gordon Valpy French, R.N. Ret]",,,,The British Medical Journal,,
arthur,[The Late Dr. Arthur Nimmo Walker],,,,The British Medical Journal,,
migration period,A Gold Armlet of the Migration Period,,,,The British Museum Quarterly,,
samo,A Gold Stater of Samos (?),,,,The British Museum Quarterly,,
kushan,A New Kushan Coin,,,,The British Museum Quarterly,,
anglo-saxon,A Notable Gift of Anglo-Saxon Coins by the Pilgrim Trust,,,,The British Museum Quarterly,,
romano-british,A Romano-British Carving from the Mendips,,,,The British Museum Quarterly,,
arthur,A Silver Cup Presented to Arthur Young,,,,The British Museum Quarterly,,
viking,A Viking Figure-Head from the Scheldt,,,,The British Museum Quarterly,,
aegidius,"Aegidius Romanus on the Physics of Aristotle, Padua, 1493",,,,The British Museum Quarterly,,
anglo-saxon,"An Anglo-Saxon Gold Pendant from High Wycombe, Bucks",,,,The British Museum Quarterly,,
anglo-saxon,An Anglo-Saxon Ivory Comb,,,,The British Museum Quarterly,,
carolingian,An Early Carolingian Finger-Ring,,,,The British Museum Quarterly,,
anglo-saxon,Anglo-Saxon Antiquities (Fenton Collection),,,,The British Museum Quarterly,,
anglo-saxon,Anglo-Saxon Antiquities from Kent,,,,The British Museum Quarterly,,
anglo-saxon,Anglo-Saxon Ornaments from Holme Pierrepont,,,,The British Museum Quarterly,,
anglo-saxon,Anglo-Saxon Sword with Stamps,,,,The British Museum Quarterly,,
arthur,Books Presented by Mr Arthur Gimson,,,,The British Museum Quarterly,,
roman emperors,Coins of the Roman Emperors Tacitus and Florianus,,,,The British Museum Quarterly,,
arthur,Early Poems of Sir Arthur Gorges,,,,The British Museum Quarterly,,
anglo-saxon,Glass of Anglo-Saxon Date,,,,The British Museum Quarterly,,
anglo-saxon,Laurence Nowell and a Recovered Anglo-Saxon Poem,,,,The British Museum Quarterly,,
romano-british,Outstanding Prehistoric and Romano-British Acquisitions: 1941-50,,,,The British Museum Quarterly,,
romano-british,Prehistoric Bronzes in the Department of Prehistoric and Romano-British Antiquities,,,,The British Museum Quarterly,,
late roman empire,Rare Coins of the Late Roman Empire,,,,The British Museum Quarterly,,
anglo-saxon,Roman and Anglo-Saxon Jewellery,,,,The British Museum Quarterly,,
anglo-saxon,Some Late Anglo-Saxon Pence,,,,The British Museum Quarterly,,
arthur,The Arthur Hurst Bequest of European Porcelain and Pottery,,,,The British Museum Quarterly,,
romano-british,The Conservation and Restoration of Romano-British Wall-Plaster,,,,The British Museum Quarterly,,
anglo-saxon,The Cotton Collection of Anglo-Saxon Coins,,,,The British Museum Quarterly,,
franks,The Franks Collection of Oriental Antiquities,,,,The British Museum Quarterly,,
anglo-saxon,The Lockett Gift of Anglo-Saxon Coins,,,,The British Museum Quarterly,,
anglo-saxon,The Taffs Memorial Gift of Anglo-Saxon Coins,,,,The British Museum Quarterly,,
merovingian,Three Merovingian Tremisses,,,,The British Museum Quarterly,,
arthur,Three Poems of Arthur Hugh Clough,,,,The British Museum Quarterly,,
anglo-saxon,Two Anglo-Saxon Miniatures Compared,,,,The British Museum Quarterly,,
anglo-saxon,Two Silver Panels from an Anglo-Saxon Casket,,,,The British Museum Quarterly,,
arthur,A Fellowship to Honor Arthur Okun,,,,The Brookings Bulletin,,
anglo-saxon,ANGLO-SAXON RELICS,,,,The Brooklyn Museum Quarterly,,
arianism,Authoritarianism and Development in the Third World,,,,The Brown Journal of World Affairs,,
saka,Book Review : Global Tranformation: Challenges to the State System Yoshikazu Sakamoto,,,,The Brown Journal of World Affairs,,
arianism,Egypt’s Consolidated Authoritarianism,,,,The Brown Journal of World Affairs,,
arianism,Referendums and the Institutionalization of Authoritarianism in Turkey,,,,The Brown Journal of World Affairs,,
arianism,The African Crisis Response Initiative: Self-Interested Humanitarianism,,,,The Brown Journal of World Affairs,,
antes,Briófitos Interesantes de Zonas Yesíferas del Sudeste Árido de España,,,,The Bryologist,,
arthur,"Some Hepaticae from Washington, Oregon and Idaho Collected by Dr. Arthur Svihla",,,,The Bryologist,,
samo,"The Distribution, Ecology, and Taxonomy of Bryoria spiralifera and B. pseudocapillaris on the Samoa Peninsula, Humboldt Co., Coastal Northern California",,,,The Bryologist,,
samo,Vorläufiges Verzeichnis der Laubmoose von Samoa,,,,The Bryologist,,
saka,Book Review : Elements of automata theory Jacques Sakarovitch,,,,The Bulletin of Symbolic Logic,,
franks,Book Review : The autonomy of mathematical knowledge: Hilbert's program revisited Curtis Franks,,,,The Bulletin of Symbolic Logic,,
arthur,Ten Papers by Arthur Apter on Large Cardinals,,,,The Bulletin of Symbolic Logic,,
samo,ARISTARCHUS OF SAMOS AND COPERNICUS,,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,Book Review : Christianizing Egypt: Syncretism and Local Worlds in Late Antiquity David Frankfurter,,,,The Bulletin of the American Society of Papyrologists,,
arthur,"Book Review : Discarded, Discovered, Collected: The University of Michigan Papyrus Collection Arthur Verhoogt",,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,Book Review : Life in an Egyptian Village in Late Antiquity: Aphrodito Before and After the Islamic Conquest Giovanni R. Ruffini,,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,Book Review : New Testament Texts on Greek Amulets from Late Antiquity. Library of New Testament Studies 554 Brice C. Jones,,,,The Bulletin of the American Society of Papyrologists,,
arthur,Book Review : Papyri from Karanis: The Granary C123 (P.Mich. XXI) W. Graham Claytor Arthur Verhoogt Paul Heilporn Samantha Lash Traianos Gagos Adam P. Hyatt Allison Kemmerle Martina Landolfi Louise Loehndorff Tyler Mayo Jonathan J. McLaughlin Amy Pistone Drew C. Stimson Jacqueline Stimson,,,,The Bulletin of the American Society of Papyrologists,,
arthur,Book Review : Regaling Officials in Ptolemaic Egypt: A Dramatic Reading of Official Accounts from the Menches Papers. Papyrologica Lugduno-Batava 32 Arthur Verhoogt,,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,Hexameters from Late Antiquity with a Homeric Allusion,,,,The Bulletin of the American Society of Papyrologists,,
arianism,"PSI 4.311: Early Evidence for ""Arianism"" at Oxyrhynchus?",,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,Studies in Late Antiquity Editorial Preface,,,,The Bulletin of the American Society of Papyrologists,,
justinian,"The Case for 8,000,000 Modii in Justinian's Edict 13.8",,,,The Bulletin of the American Society of Papyrologists,,
late antiquity,"Women, Law, and Social Realities in Late Antiquity: A Review Article",,,,The Bulletin of the American Society of Papyrologists,,
seljuk,A Lion Incense Burner of the Seljuk Period,,,,The Bulletin of the Cleveland Museum of Art,,
sasanian,A Persian Textile of the Sasanian Period,,,,The Bulletin of the Cleveland Museum of Art,,
sasanian,A Sasanian Pottery Jar,,,,The Bulletin of the Cleveland Museum of Art,,
sasanian,A Sasanian Stucco Relief,,,,The Bulletin of the Cleveland Museum of Art,,
seljuk,A Seljuk Bronze Stand,,,,The Bulletin of the Cleveland Museum of Art,,
burgundy,Art from the Duchy of Burgundy,,,,The Bulletin of the Cleveland Museum of Art,,
